Text Inputs : Specimen label,"S1.104M_LS_CONDYLE"
Notes : Specimen note 1,"Sheep, LS.

Tried testing on the condyle to verify that chipping the bone and gluing it back together does not effect the mechanical properties. Angle of the plane caused it to slip off and test to be void."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
0.61880,-65.88762,-1.54056,0.21736
0.61980,-65.89938,-1.64052,0.23138
0.62080,-65.91088,-1.74398,0.24589
0.62180,-65.92210,-1.85018,0.26078
0.62280,-65.93304,-1.95834,0.27593
0.62380,-65.94368,-2.06775,0.29126
0.62400,-65.94368,-2.06775,0.29126
0.62480,-65.95398,-2.17769,0.30665
0.62580,-65.96396,-2.28750,0.32202
0.62680,-65.97361,-2.39661,0.33728
0.62780,-65.98290,-2.50452,0.35237
0.62880,-65.99185,-2.61086,0.36724
0.62980,-66.00045,-2.71534,0.38184
0.63080,-66.00870,-2.81771,0.39614
0.63180,-66.01661,-2.91777,0.41011
0.63280,-66.02418,-3.01537,0.42373
0.63380,-66.03140,-3.11045,0.43700
0.63480,-66.03830,-3.20297,0.44991
0.63580,-66.04488,-3.29296,0.46246
0.63680,-66.05114,-3.38042,0.47465
0.63780,-66.05710,-3.46536,0.48650
0.63880,-66.06276,-3.54777,0.49798
0.63980,-66.06814,-3.62769,0.50912
0.64000,-66.06814,-3.62769,0.50912
0.64080,-66.07324,-3.70515,0.51991
0.64180,-66.07806,-3.78021,0.53037
0.64280,-66.08263,-3.85290,0.54049
0.64380,-66.08694,-3.92320,0.55029
0.64480,-66.09101,-3.99110,0.55974
0.64580,-66.09484,-4.05660,0.56887
0.64680,-66.09844,-4.11971,0.57765
0.64780,-66.10182,-4.18042,0.58611
0.64880,-66.10499,-4.23872,0.59423
0.64980,-66.10795,-4.29455,0.60200
0.65080,-66.11071,-4.34789,0.60943
0.65180,-66.11329,-4.39874,0.61651
0.65280,-66.11569,-4.44711,0.62324
0.65380,-66.11791,-4.49304,0.62964
0.65480,-66.11997,-4.53659,0.63570
0.65580,-66.12189,-4.57779,0.64144
0.65600,-66.12189,-4.57779,0.64144
0.65680,-66.12365,-4.61670,0.64686
0.65780,-66.12527,-4.65337,0.65197
0.65880,-66.12677,-4.68787,0.65677
0.65980,-66.12814,-4.72029,0.66129
0.66080,-66.12940,-4.75072,0.66552
0.66180,-66.13054,-4.77924,0.66950
0.66280,-66.13159,-4.80593,0.67322
0.66380,-66.13255,-4.83088,0.67669
0.66480,-66.13343,-4.85420,0.67994
0.66580,-66.13423,-4.87601,0.68298
0.66680,-66.13495,-4.89641,0.68582
0.66780,-66.13562,-4.91547,0.68848
0.66880,-66.13623,-4.93327,0.69096
0.66980,-66.13678,-4.94989,0.69328
0.67080,-66.13729,-4.96543,0.69544
0.67180,-66.13775,-4.97999,0.69747
0.67200,-66.13775,-4.97999,0.69747
0.67280,-66.13816,-4.99363,0.69937
0.67380,-66.13855,-5.00638,0.70115
0.67480,-66.13890,-5.01828,0.70281
0.67580,-66.13922,-5.02938,0.70436
0.67680,-66.13952,-5.03974,0.70580
0.67780,-66.13980,-5.04945,0.70716
0.67880,-66.14006,-5.05855,0.70842
0.67980,-66.14030,-5.06707,0.70961
0.68080,-66.14053,-5.07504,0.71072
0.68180,-66.14074,-5.08251,0.71177
0.68280,-66.14095,-5.08955,0.71275
0.68380,-66.14116,-5.09623,0.71368
0.68480,-66.14135,-5.10258,0.71456
0.68580,-66.14154,-5.10863,0.71541
0.68680,-66.14173,-5.11440,0.71621
0.68780,-66.14192,-5.11990,0.71698
0.68800,-66.14192,-5.11990,0.71698
0.68880,-66.14211,-5.12517,0.71771
0.68980,-66.14230,-5.13024,0.71842
0.69080,-66.14250,-5.13517,0.71910
0.69180,-66.14270,-5.13996,0.71977
0.69280,-66.14291,-5.14464,0.72042
0.69380,-66.14313,-5.14921,0.72106
0.69480,-66.14335,-5.15370,0.72168
0.69580,-66.14358,-5.15814,0.72230
0.69680,-66.14381,-5.16255,0.72291
0.69780,-66.14406,-5.16694,0.72352
0.69880,-66.14430,-5.17131,0.72413
0.69980,-66.14456,-5.17568,0.72473
0.70080,-66.14482,-5.18008,0.72534
0.70180,-66.14510,-5.18453,0.72596
0.70280,-66.14538,-5.18905,0.72659
0.70380,-66.14567,-5.19365,0.72722
0.70400,-66.14567,-5.19365,0.72722
0.70480,-66.14597,-5.19830,0.72787
0.70580,-66.14628,-5.20300,0.72852
0.70680,-66.14659,-5.20777,0.72918
0.70780,-66.14691,-5.21264,0.72986
0.70880,-66.14724,-5.21759,0.73054
0.70980,-66.14758,-5.22263,0.73124
0.71080,-66.14792,-5.22774,0.73195
0.71180,-66.14827,-5.23292,0.73267
0.71280,-66.14863,-5.23817,0.73339
0.71380,-66.14899,-5.24352,0.73414
0.71480,-66.14935,-5.24895,0.73489
0.71580,-66.14973,-5.25445,0.73565
0.71680,-66.15011,-5.26000,0.73642
0.71780,-66.15049,-5.26560,0.73719
0.71880,-66.15089,-5.27127,0.73798
0.71980,-66.15129,-5.27703,0.73878
0.72000,-66.15129,-5.27703,0.73878
0.72080,-66.15169,-5.28290,0.73959
0.72180,-66.15211,-5.28885,0.74041
0.72280,-66.15253,-5.29489,0.74125
0.72380,-66.15295,-5.30102,0.74210
0.72480,-66.15338,-5.30729,0.74297
0.72580,-66.15382,-5.31371,0.74386
0.72680,-66.15426,-5.32031,0.74477
0.72780,-66.15470,-5.32705,0.74570
0.72880,-66.15515,-5.33393,0.74666
0.72980,-66.15559,-5.34091,0.74763
0.73080,-66.15603,-5.34800,0.74861
0.73180,-66.15648,-5.35520,0.74961
0.73280,-66.15692,-5.36248,0.75061
0.73380,-66.15737,-5.36979,0.75163
0.73480,-66.15781,-5.37712,0.75264
0.73580,-66.15825,-5.38443,0.75366
0.73600,-66.15825,-5.38443,0.75366
0.73680,-66.15870,-5.39175,0.75467
0.73780,-66.15914,-5.39907,0.75569
0.73880,-66.15958,-5.40639,0.75670
0.73980,-66.16003,-5.41369,0.75771
0.74080,-66.16047,-5.42096,0.75872
0.74180,-66.16091,-5.42820,0.75972
0.74280,-66.16136,-5.43542,0.76073
0.74380,-66.16180,-5.44267,0.76173
0.74480,-66.16224,-5.44996,0.76274
0.74580,-66.16269,-5.45729,0.76376
0.74680,-66.16313,-5.46463,0.76477
0.74780,-66.16358,-5.47199,0.76579
0.74880,-66.16402,-5.47936,0.76682
0.74980,-66.16447,-5.48677,0.76784
0.75080,-66.16491,-5.49419,0.76887
0.75180,-66.16535,-5.50161,0.76990
0.75200,-66.16535,-5.50161,0.76990
0.75280,-66.16580,-5.50903,0.77093
0.75380,-66.16624,-5.51642,0.77195
0.75480,-66.16668,-5.52380,0.77297
0.75580,-66.16713,-5.53117,0.77399
0.75680,-66.16757,-5.53853,0.77501
0.75780,-66.16800,-5.54587,0.77603
0.75880,-66.16843,-5.55318,0.77704
0.75980,-66.16887,-5.56047,0.77805
0.76080,-66.16930,-5.56772,0.77906
0.76180,-66.16972,-5.57496,0.78006
0.76280,-66.17016,-5.58218,0.78106
0.76380,-66.17058,-5.58937,0.78206
0.76480,-66.17101,-5.59654,0.78305
0.76580,-66.17143,-5.60370,0.78404
0.76680,-66.17185,-5.61085,0.78503
0.76780,-66.17228,-5.61804,0.78603
0.76800,-66.17228,-5.61804,0.78603
0.76880,-66.17270,-5.62529,0.78703
0.76980,-66.17311,-5.63258,0.78805
0.77080,-66.17353,-5.63991,0.78906
0.77180,-66.17395,-5.64725,0.79008
0.77280,-66.17437,-5.65460,0.79110
0.77380,-66.17478,-5.66196,0.79212
0.77480,-66.17519,-5.66932,0.79314
0.77580,-66.17559,-5.67668,0.79416
0.77680,-66.17599,-5.68403,0.79518
0.77780,-66.17640,-5.69134,0.79619
0.77880,-66.17680,-5.69864,0.79720
0.77980,-66.17720,-5.70594,0.79821
0.78080,-66.17759,-5.71325,0.79923
0.78180,-66.17799,-5.72056,0.80024
0.78280,-66.17838,-5.72785,0.80125
0.78380,-66.17877,-5.73509,0.80225
0.78400,-66.17877,-5.73509,0.80225
0.78480,-66.17916,-5.74230,0.80325
0.78580,-66.17955,-5.74949,0.80425
0.78680,-66.17994,-5.75666,0.80524
0.78780,-66.18033,-5.76380,0.80623
0.78880,-66.18071,-5.77090,0.80722
0.78980,-66.18110,-5.77794,0.80819
0.79080,-66.18148,-5.78494,0.80916
0.79180,-66.18187,-5.79192,0.81013
0.79280,-66.18225,-5.79890,0.81110
0.79380,-66.18263,-5.80585,0.81206
0.79480,-66.18301,-5.81278,0.81302
0.79580,-66.18339,-5.81967,0.81397
0.79680,-66.18377,-5.82655,0.81493
0.79780,-66.18415,-5.83344,0.81588
0.79880,-66.18453,-5.84036,0.81684
0.79980,-66.18491,-5.84731,0.81780
0.80000,-66.18491,-5.84731,0.81780
0.80080,-66.18529,-5.85428,0.81877
0.80180,-66.18567,-5.86129,0.81974
0.80280,-66.18605,-5.86833,0.82071
0.80380,-66.18643,-5.87542,0.82170
0.80480,-66.18681,-5.88254,0.82268
0.80580,-66.18718,-5.88968,0.82367
0.80680,-66.18756,-5.89684,0.82466
0.80780,-66.18794,-5.90400,0.82566
0.80880,-66.18831,-5.91116,0.82665
0.80980,-66.18869,-5.91832,0.82764
0.81080,-66.18905,-5.92548,0.82863
0.81180,-66.18942,-5.93263,0.82962
0.81280,-66.18979,-5.93974,0.83061
0.81380,-66.19015,-5.94681,0.83159
0.81480,-66.19051,-5.95384,0.83256
0.81580,-66.19088,-5.96087,0.83354
0.81600,-66.19088,-5.96087,0.83354
0.81680,-66.19124,-5.96789,0.83451
0.81780,-66.19160,-5.97491,0.83548
0.81880,-66.19196,-5.98192,0.83645
0.81980,-66.19232,-5.98892,0.83742
0.82080,-66.19269,-5.99594,0.83840
0.82180,-66.19305,-6.00298,0.83937
0.82280,-66.19341,-6.01004,0.84035
0.82380,-66.19377,-6.01711,0.84133
0.82480,-66.19413,-6.02416,0.84231
0.82580,-66.19449,-6.03118,0.84328
0.82680,-66.19485,-6.03820,0.84425
0.82780,-66.19522,-6.04524,0.84523
0.82880,-66.19558,-6.05229,0.84620
0.82980,-66.19594,-6.05933,0.84718
0.83080,-66.19630,-6.06633,0.84815
0.83180,-66.19666,-6.07327,0.84911
0.83200,-66.19666,-6.07327,0.84911
0.83280,-66.19702,-6.08018,0.85007
0.83380,-66.19738,-6.08707,0.85102
0.83480,-66.19774,-6.09397,0.85198
0.83580,-66.19809,-6.10085,0.85293
0.83680,-66.19845,-6.10773,0.85388
0.83780,-66.19881,-6.11462,0.85484
0.83880,-66.19916,-6.12152,0.85579
0.83980,-66.19952,-6.12845,0.85675
0.84080,-66.19987,-6.13541,0.85772
0.84180,-66.20022,-6.14241,0.85869
0.84280,-66.20058,-6.14940,0.85965
0.84380,-66.20093,-6.15638,0.86062
0.84480,-66.20129,-6.16334,0.86158
0.84580,-66.20165,-6.17029,0.86255
0.84680,-66.20200,-6.17723,0.86351
0.84780,-66.20235,-6.18414,0.86447
0.84800,-66.20235,-6.18414,0.86447
0.84880,-66.20270,-6.19102,0.86542
0.84980,-66.20304,-6.19786,0.86636
0.85080,-66.20340,-6.20467,0.86731
0.85180,-66.20375,-6.21149,0.86825
0.85280,-66.20409,-6.21831,0.86920
0.85380,-66.20444,-6.22516,0.87015
0.85480,-66.20479,-6.23201,0.87109
0.85580,-66.20514,-6.23886,0.87204
0.85680,-66.20549,-6.24574,0.87299
0.85780,-66.20584,-6.25267,0.87395
0.85880,-66.20618,-6.25965,0.87492
0.85980,-66.20653,-6.26668,0.87590
0.86080,-66.20688,-6.27374,0.87687
0.86180,-66.20723,-6.28083,0.87785
0.86280,-66.20758,-6.28795,0.87884
0.86380,-66.20793,-6.29512,0.87983
0.86400,-66.20793,-6.29512,0.87983
0.86480,-66.20828,-6.30232,0.88083
0.86580,-66.20862,-6.30953,0.88183
0.86680,-66.20897,-6.31674,0.88283
0.86780,-66.20932,-6.32402,0.88384
0.86880,-66.20967,-6.33148,0.88487
0.86980,-66.21003,-6.33925,0.88595
0.87080,-66.21039,-6.34747,0.88709
0.87180,-66.21076,-6.35625,0.88830
0.87280,-66.21115,-6.36573,0.88962
0.87380,-66.21155,-6.37603,0.89105
0.87480,-66.21196,-6.38725,0.89260
0.87580,-66.21239,-6.39949,0.89430
0.87680,-66.21283,-6.41274,0.89614
0.87780,-66.21327,-6.42692,0.89811
0.87880,-66.21373,-6.44188,0.90019
0.87980,-66.21419,-6.45743,0.90235
0.88000,-66.21419,-6.45743,0.90235
0.88080,-66.21466,-6.47335,0.90456
0.88180,-66.21511,-6.48941,0.90680
0.88280,-66.21557,-6.50534,0.90901
0.88380,-66.21603,-6.52083,0.91116
0.88480,-66.21649,-6.53561,0.91321
0.88580,-66.21692,-6.54945,0.91514
0.88680,-66.21736,-6.56221,0.91691
0.88780,-66.21778,-6.57388,0.91853
0.88880,-66.21820,-6.58455,0.92001
0.88980,-66.21861,-6.59443,0.92138
0.89080,-66.21902,-6.60378,0.92267
0.89180,-66.21942,-6.61286,0.92393
0.89280,-66.21983,-6.62190,0.92518
0.89380,-66.22024,-6.63110,0.92645
0.89480,-66.22064,-6.64059,0.92777
0.89580,-66.22105,-6.65041,0.92913
0.89600,-66.22105,-6.65041,0.92913
0.89680,-66.22145,-6.66057,0.93054
0.89780,-66.22186,-6.67100,0.93198
0.89880,-66.22226,-6.68161,0.93345
0.89980,-66.22266,-6.69226,0.93493
0.90080,-66.22305,-6.70275,0.93639
0.90180,-66.22344,-6.71281,0.93778
0.90280,-66.22382,-6.72217,0.93908
0.90380,-66.22418,-6.73057,0.94024
0.90480,-66.22452,-6.73779,0.94124
0.90580,-66.22486,-6.74370,0.94206
0.90680,-66.22519,-6.74831,0.94269
0.90780,-66.22550,-6.75174,0.94316
0.90880,-66.22582,-6.75427,0.94351
0.90980,-66.22612,-6.75627,0.94378
0.91080,-66.22642,-6.75813,0.94403
0.91180,-66.22673,-6.76021,0.94431
0.91200,-66.22673,-6.76021,0.94431
0.91280,-66.22703,-6.76272,0.94465
0.91380,-66.22734,-6.76582,0.94508
0.91480,-66.22766,-6.76957,0.94559
0.91580,-66.22798,-6.77394,0.94619
0.91680,-66.22829,-6.77887,0.94687
0.91780,-66.22861,-6.78422,0.94761
0.91880,-66.22892,-6.78977,0.94838
0.91980,-66.22922,-6.79521,0.94913
0.92080,-66.22952,-6.80015,0.94981
0.92180,-66.22981,-6.80418,0.95037
0.92280,-66.23008,-6.80694,0.95074
0.92380,-66.23034,-6.80815,0.95091
0.92480,-66.23058,-6.80770,0.95084
0.92580,-66.23082,-6.80564,0.95054
0.92680,-66.23105,-6.80225,0.95006
0.92780,-66.23128,-6.79804,0.94947
0.92800,-66.23128,-6.79804,0.94947
0.92880,-66.23151,-6.79365,0.94885
0.92980,-66.23174,-6.78971,0.94829
0.93080,-66.23199,-6.78674,0.94787
0.93180,-66.23225,-6.78508,0.94763
0.93280,-66.23252,-6.78494,0.94760
0.93380,-66.23281,-6.78641,0.94780
0.93480,-66.23310,-6.78947,0.94822
0.93580,-66.23339,-6.79389,0.94883
0.93680,-66.23369,-6.79929,0.94957
0.93780,-66.23398,-6.80507,0.95037
0.93880,-66.23427,-6.81048,0.95112
0.93980,-66.23454,-6.81472,0.95170
0.94080,-66.23479,-6.81702,0.95202
0.94180,-66.23503,-6.81675,0.95198
0.94280,-66.23524,-6.81350,0.95152
0.94380,-66.23544,-6.80716,0.95062
0.94400,-66.23544,-6.80716,0.95062
0.94480,-66.23562,-6.79802,0.94934
0.94580,-66.23581,-6.78681,0.94777
0.94680,-66.23599,-6.77469,0.94607
0.94780,-66.23619,-6.76300,0.94444
0.94880,-66.23642,-6.75304,0.94304
0.94980,-66.23667,-6.74578,0.94202
0.95080,-66.23696,-6.74191,0.94147
0.95180,-66.23729,-6.74182,0.94145
0.95280,-66.23765,-6.74568,0.94198
0.95380,-66.23803,-6.75327,0.94303
0.95480,-66.23843,-6.76395,0.94451
0.95580,-66.23882,-6.77659,0.94626
0.95680,-66.23921,-6.78967,0.94807
0.95780,-66.23957,-6.80148,0.94971
0.95880,-66.23990,-6.81048,0.95096
0.95980,-66.24019,-6.81549,0.95165
0.96000,-66.24019,-6.81549,0.95165
0.96080,-66.24044,-6.81573,0.95168
0.96180,-66.24064,-6.81084,0.95099
0.96280,-66.24082,-6.80095,0.94961
0.96380,-66.24097,-6.78685,0.94763
0.96480,-66.24112,-6.76995,0.94527
0.96580,-66.24128,-6.75220,0.94279
0.96680,-66.24147,-6.73550,0.94045
0.96780,-66.24169,-6.72151,0.93849
0.96880,-66.24196,-6.71167,0.93711
0.96980,-66.24230,-6.70706,0.93645
0.97080,-66.24268,-6.70840,0.93663
0.97180,-66.24310,-6.71585,0.93766
0.97280,-66.24357,-6.72880,0.93946
0.97380,-66.24404,-6.74599,0.94184
0.97480,-66.24452,-6.76559,0.94456
0.97580,-66.24499,-6.78551,0.94733
0.97600,-66.24499,-6.78551,0.94733
0.97680,-66.24542,-6.80371,0.94986
0.97780,-66.24581,-6.81841,0.95190
0.97880,-66.24613,-6.82826,0.95327
0.97980,-66.24640,-6.83224,0.95382
0.98080,-66.24661,-6.82986,0.95348
0.98180,-66.24677,-6.82144,0.95230
0.98280,-66.24690,-6.80794,0.95041
0.98380,-66.24701,-6.79095,0.94803
0.98480,-66.24711,-6.77237,0.94544
0.98580,-66.24724,-6.75398,0.94287
0.98680,-66.24740,-6.73757,0.94057
0.98780,-66.24761,-6.72475,0.93878
0.98880,-66.24787,-6.71681,0.93766
0.98980,-66.24820,-6.71481,0.93737
0.99080,-66.24857,-6.71906,0.93796
0.99180,-66.24899,-6.72918,0.93936
0.99200,-66.24899,-6.72918,0.93936
0.99280,-66.24943,-6.74421,0.94144
0.99380,-66.24988,-6.76271,0.94401
0.99480,-66.25034,-6.78291,0.94682
0.99580,-66.25077,-6.80276,0.94958
0.99680,-66.25116,-6.82025,0.95201
0.99780,-66.25150,-6.83366,0.95387
0.99880,-66.25177,-6.84158,0.95497
0.99980,-66.25199,-6.84313,0.95518
1.00080,-66.25215,-6.83816,0.95448
1.00180,-66.25226,-6.82722,0.95295
1.00280,-66.25234,-6.81150,0.95075
1.00380,-66.25241,-6.79272,0.94813
1.00480,-66.25249,-6.77274,0.94534
1.00580,-66.25258,-6.75354,0.94266
1.00680,-66.25271,-6.73700,0.94034
1.00780,-66.25289,-6.72464,0.93861
1.00800,-66.25289,-6.72464,0.93861
1.00880,-66.25312,-6.71761,0.93763
1.00980,-66.25341,-6.71670,0.93749
1.01080,-66.25375,-6.72212,0.93824
1.01180,-66.25413,-6.73335,0.93980
1.01280,-66.25453,-6.74938,0.94202
1.01380,-66.25494,-6.76871,0.94471
1.01480,-66.25534,-6.78935,0.94758
1.01580,-66.25571,-6.80912,0.95033
1.01680,-66.25605,-6.82596,0.95267
1.01780,-66.25632,-6.83811,0.95436
1.01880,-66.25654,-6.84431,0.95521
1.01980,-66.25670,-6.84387,0.95515
1.02080,-66.25679,-6.83690,0.95417
1.02180,-66.25685,-6.82412,0.95239
1.02280,-66.25687,-6.80678,0.94997
1.02380,-66.25689,-6.78668,0.94716
1.02400,-66.25689,-6.78668,0.94716
1.02480,-66.25691,-6.76564,0.94422
1.02580,-66.25696,-6.74566,0.94144
1.02680,-66.25705,-6.72861,0.93905
1.02780,-66.25719,-6.71587,0.93727
1.02880,-66.25740,-6.70857,0.93625
1.02980,-66.25766,-6.70749,0.93609
1.03080,-66.25797,-6.71285,0.93683
1.03180,-66.25834,-6.72419,0.93840
1.03280,-66.25872,-6.74048,0.94066
1.03380,-66.25912,-6.76024,0.94341
1.03480,-66.25952,-6.78145,0.94636
1.03580,-66.25988,-6.80193,0.94921
1.03680,-66.26021,-6.81954,0.95165
1.03780,-66.26049,-6.83236,0.95344
1.03880,-66.26069,-6.83909,0.95437
1.03980,-66.26083,-6.83901,0.95435
1.04000,-66.26083,-6.83901,0.95435
1.04080,-66.26092,-6.83228,0.95341
1.04180,-66.26096,-6.81966,0.95165
1.04280,-66.26097,-6.80234,0.94923
1.04380,-66.26097,-6.78208,0.94641
1.04480,-66.26097,-6.76064,0.94341
1.04580,-66.26100,-6.74002,0.94053
1.04680,-66.26108,-6.72218,0.93804
1.04780,-66.26120,-6.70859,0.93614
1.04880,-66.26138,-6.70049,0.93501
1.04980,-66.26163,-6.69878,0.93476
1.05080,-66.26193,-6.70380,0.93546
1.05180,-66.26228,-6.71510,0.93702
1.05280,-66.26265,-6.73169,0.93933
1.05380,-66.26304,-6.75218,0.94218
1.05480,-66.26342,-6.77457,0.94529
1.05580,-66.26378,-6.79662,0.94836
1.05600,-66.26378,-6.79662,0.94836
1.05680,-66.26411,-6.81604,0.95106
1.05780,-66.26438,-6.83074,0.95310
1.05880,-66.26459,-6.83923,0.95428
1.05980,-66.26473,-6.84075,0.95449
1.06080,-66.26481,-6.83546,0.95375
1.06180,-66.26485,-6.82405,0.95215
1.06280,-66.26485,-6.80759,0.94986
1.06380,-66.26483,-6.78763,0.94707
1.06480,-66.26482,-6.76586,0.94403
1.06580,-66.26483,-6.74430,0.94103
1.06680,-66.26487,-6.72508,0.93834
1.06780,-66.26496,-6.70984,0.93621
1.06880,-66.26511,-6.69989,0.93482
1.06980,-66.26532,-6.69625,0.93431
1.07080,-66.26559,-6.69941,0.93474
1.07180,-66.26591,-6.70902,0.93607
1.07200,-66.26591,-6.70902,0.93607
1.07280,-66.26627,-6.72424,0.93819
1.07380,-66.26665,-6.74387,0.94092
1.07480,-66.26702,-6.76602,0.94399
1.07580,-66.26738,-6.78847,0.94712
1.07680,-66.26771,-6.80887,0.94995
1.07780,-66.26799,-6.82501,0.95220
1.07880,-66.26820,-6.83527,0.95362
1.07980,-66.26835,-6.83872,0.95410
1.08080,-66.26843,-6.83538,0.95363
1.08180,-66.26847,-6.82576,0.95229
1.08280,-66.26847,-6.81076,0.95020
1.08380,-66.26845,-6.79180,0.94755
1.08480,-66.26842,-6.77058,0.94459
1.08580,-66.26841,-6.74911,0.94160
1.08680,-66.26844,-6.72948,0.93886
1.08780,-66.26852,-6.71345,0.93662
1.08800,-66.26852,-6.71345,0.93662
1.08880,-66.26866,-6.70232,0.93506
1.08980,-66.26887,-6.69716,0.93434
1.09080,-66.26913,-6.69869,0.93454
1.09180,-66.26944,-6.70670,0.93565
1.09280,-66.26980,-6.72051,0.93757
1.09380,-66.27018,-6.73901,0.94014
1.09480,-66.27057,-6.76041,0.94311
1.09580,-66.27094,-6.78263,0.94620
1.09680,-66.27128,-6.80330,0.94908
1.09780,-66.27158,-6.82015,0.95142
1.09880,-66.27182,-6.83141,0.95298
1.09980,-66.27198,-6.83594,0.95361
1.10080,-66.27208,-6.83357,0.95328
1.10180,-66.27213,-6.82469,0.95204
1.10280,-66.27214,-6.81012,0.95000
1.10380,-66.27212,-6.79120,0.94737
1.10400,-66.27212,-6.79120,0.94737
1.10480,-66.27209,-6.76960,0.94435
1.10580,-66.27207,-6.74730,0.94124
1.10680,-66.27209,-6.72648,0.93834
1.10780,-66.27216,-6.70910,0.93591
1.10880,-66.27228,-6.69652,0.93415
1.10980,-66.27247,-6.68993,0.93323
1.11080,-66.27272,-6.69019,0.93326
1.11180,-66.27303,-6.69717,0.93422
1.11280,-66.27338,-6.71030,0.93604
1.11380,-66.27376,-6.72853,0.93858
1.11480,-66.27416,-6.75026,0.94160
1.11580,-66.27454,-6.77344,0.94482
1.11680,-66.27488,-6.79557,0.94790
1.11780,-66.27519,-6.81424,0.95049
1.11880,-66.27543,-6.82744,0.95233
1.11980,-66.27559,-6.83382,0.95321
1.12000,-66.27559,-6.83382,0.95321
1.12080,-66.27569,-6.83298,0.95309
1.12180,-66.27572,-6.82515,0.95200
1.12280,-66.27571,-6.81097,0.95002
1.12380,-66.27566,-6.79153,0.94731
1.12480,-66.27559,-6.76842,0.94409
1.12580,-66.27553,-6.74353,0.94062
1.12680,-66.27550,-6.71914,0.93722
1.12780,-66.27551,-6.69751,0.93420
1.12880,-66.27558,-6.68015,0.93178
1.12980,-66.27571,-6.66841,0.93014
1.13080,-66.27591,-6.66339,0.92943
1.13180,-66.27617,-6.66526,0.92969
1.13280,-66.27648,-6.67374,0.93086
1.13380,-66.27682,-6.68803,0.93284
1.13480,-66.27718,-6.70688,0.93546
1.13580,-66.27755,-6.72838,0.93845
1.13600,-66.27755,-6.72838,0.93845
1.13680,-66.27789,-6.75007,0.94147
1.13780,-66.27820,-6.76946,0.94416
1.13880,-66.27844,-6.78435,0.94623
1.13980,-66.27863,-6.79313,0.94745
1.14080,-66.27874,-6.79493,0.94770
1.14180,-66.27879,-6.78958,0.94695
1.14280,-66.27877,-6.77736,0.94525
1.14380,-66.27871,-6.75895,0.94268
1.14480,-66.27863,-6.73574,0.93945
1.14580,-66.27854,-6.70949,0.93579
1.14680,-66.27844,-6.68226,0.93199
1.14780,-66.27839,-6.65639,0.92839
1.14880,-66.27837,-6.63376,0.92523
1.14980,-66.27841,-6.61587,0.92273
1.15080,-66.27852,-6.60413,0.92109
1.15180,-66.27869,-6.59945,0.92044
1.15200,-66.27869,-6.59945,0.92044
1.15280,-66.27892,-6.60207,0.92080
1.15380,-66.27920,-6.61170,0.92213
1.15480,-66.27952,-6.62758,0.92434
1.15580,-66.27985,-6.64815,0.92720
1.15680,-66.28019,-6.67116,0.93040
1.15780,-66.28050,-6.69388,0.93356
1.15880,-66.28077,-6.71358,0.93630
1.15980,-66.28098,-6.72806,0.93831
1.16080,-66.28111,-6.73566,0.93937
1.16180,-66.28117,-6.73545,0.93934
1.16280,-66.28115,-6.72728,0.93820
1.16380,-66.28107,-6.71139,0.93598
1.16480,-66.28094,-6.68871,0.93282
1.16580,-66.28078,-6.66078,0.92893
1.16680,-66.28061,-6.62938,0.92456
1.16780,-66.28045,-6.59676,0.92001
1.16800,-66.28045,-6.59676,0.92001
1.16880,-66.28032,-6.56540,0.91564
1.16980,-66.28024,-6.53745,0.91175
1.17080,-66.28023,-6.51481,0.90859
1.17180,-66.28030,-6.49903,0.90639
1.17280,-66.28044,-6.49109,0.90528
1.17380,-66.28067,-6.49125,0.90529
1.17480,-66.28095,-6.49927,0.90640
1.17580,-66.28128,-6.51458,0.90853
1.17680,-66.28164,-6.53588,0.91149
1.17780,-66.28202,-6.56115,0.91501
1.17880,-66.28238,-6.58774,0.91870
1.17980,-66.28271,-6.61272,0.92218
1.18080,-66.28299,-6.63351,0.92507
1.18180,-66.28320,-6.64820,0.92711
1.18280,-66.28334,-6.65573,0.92816
1.18380,-66.28339,-6.65557,0.92814
1.18400,-66.28339,-6.65557,0.92814
1.18480,-66.28336,-6.64769,0.92704
1.18580,-66.28327,-6.63261,0.92494
1.18680,-66.28313,-6.61133,0.92197
1.18780,-66.28296,-6.58515,0.91833
1.18880,-66.28278,-6.55560,0.91421
1.18980,-66.28260,-6.52483,0.90992
1.19080,-66.28246,-6.49502,0.90577
1.19180,-66.28236,-6.46796,0.90200
1.19280,-66.28233,-6.44545,0.89886
1.19380,-66.28236,-6.42900,0.89657
1.19480,-66.28246,-6.41975,0.89527
1.19580,-66.28264,-6.41830,0.89507
1.19680,-66.28288,-6.42455,0.89593
1.19780,-66.28315,-6.43781,0.89777
1.19880,-66.28346,-6.45663,0.90039
1.19980,-66.28377,-6.47895,0.90349
1.20000,-66.28377,-6.47895,0.90349
1.20080,-66.28407,-6.50219,0.90673
1.20180,-66.28434,-6.52356,0.90970
1.20280,-66.28455,-6.54066,0.91208
1.20380,-66.28471,-6.55158,0.91360
1.20480,-66.28478,-6.55502,0.91407
1.20580,-66.28477,-6.55043,0.91343
1.20680,-66.28470,-6.53793,0.91169
1.20780,-66.28457,-6.51830,0.90896
1.20880,-66.28440,-6.49271,0.90540
1.20980,-66.28419,-6.46270,0.90122
